,tweets
3515,"Cita cita :

NAIK MRT JAKARTA 😭"
3516,"Kenapa pemerintah (pusat dan daerah) mau keluar uang begitu banyak buat subsidi dan investasi transpor publik (BRT, MRT) tapi tidak buat subsidi dan investasi penyediaan air bersih? Biar air tanah tak disedot terus.. https://t.co/Shkw7x8FM4"
3517,"@_pr3t_2 @issymessysysy Manis tq 
Semoga cinta tdk perna jauh2 ... hahaha tetep 
2019GantiPresiden 
Haha rekonsiliasi di MRT PIYE. 
#JanjiDustaPasukanKuntilanak"
3518,"@mrtjakarta Makasih ya, hari ini keluarga saya nyoba MRT, di Jakarta, jadi ga perlu hrs nyusul sy di Bangkok buat nyobain MRT. Lanjutkan..!! https://t.co/DAwpvgr0aH"
3519,"gue dr rumah naik mrt sama @fathruqsa, ketemu di plazaindi sama @dexxine @Agungaryatyo_ @savirayudya @Alshanifaa trs naik transjkt ke kotu, cerita2 ngakak gt dijalan setiap ngeliat sesuatu yg lucu wkwkwk trs kita bantuin ibu2 yg sendirian sakit gt mau pulang ke bogor kasian td:("
3520,"Masih gua liatin 👀 .. 
.
.
.
📍MRT Jakarta Blok M Station
.
.
.
indonesiajuara @skinnymonkeyy https://t.co/NiVIbcLSWo 
#IndonesiaJuara #ExploreIndonesia #IndonesiaKeren #jakartatoday https://t.co/5syL9Y1KR0"
3521,@betttttrayed MRT pp ga 20rb :(
3522,"RT @mochamadarip: Jokowi sudah mengajak Prabowo satu gerbong di MRT.

FPI belum bisa diajak satu gerbong utk mendukung NKRI &amp; Pancasila. Mu…"
3523,@rachmane_10 naik mrt boleee
3524,"Yang gak boleh itu ""makan"" di dalam MRT kan? Bukan ""bawa makan"" di dalam MRT?"
3525,"Dalam satu hari naik MRT, Transjakarta, angkot, Go-ride, Go-car, Commuter Line, sampe numpang mobil bak. Kalo diadaptasi ke film mah bisa ini tembus satu juta penonton 🙃"
3526,"@wucyrahadian ots aja dah kayaknya, gue jam 5 teng go ntar pake mrt ke sana kwkw.

ga bisa di rupiahin lagi, 6 bualn poinnya hangus, wtf"
3527,@needyassh Ayo.. di blok m square kan? Naik mrt?
3528,minggu depan weekend nyobain mrt boleh kali ya ?
3529,DKI di tangan pak anies masih belom kerasa ada perubahan yg significant kecuali MRT... tapi gw lega beliau dpt memajukan dan memelihara aset DKI yg juga peninggalan pak ahok
3530,"RT @diyasprdn: Jadi ini kedua kalinya nonton di LOTTE CINEMA. Iya Lotte Cinema di Fatmawati.

Lokasinya enak banget, tinggal jalan dari MRT…"
3531,"Semalam kan, tengah dalam MRT aku jumpa old couple ni mcam merajuk depan aku. Pastu after 5 mins si wife penat merajuk kot then mengantuk, terus tak jadi merajuk. Olololo comelnya. #kjokes #itsmyparentslol https://t.co/C7sNXMRYYx"
3532,"I'm at Stasiun MRT Lebak Bulus in South Jakarta, Daerah Khusus Ibukota Jakarta https://t.co/yi78W5pwPx https://t.co/FsxoTT7iBP"
3533,"Nuddd.. inget gak sih dulu kalo tiap stress koas pasien bejubel gak berhenti2 selalu bilang ""capek ah mau kawin aja"".. sekarang beneran uda kawin nud😂 Seneng gak sih? Alhamdulillah cita2 semasa koas terkabul. Tapi tetep mau temenin gue naik MRT keliling2 kan ? Wkwkw 😢 https://t.co/bagk6Bt27Z"
3534,Mrt dekat atas je tapi aku malas nak naik atas
3535,"@askmenfess 5-6x seminggu. Soalnya pulang kuliah kmrn naik ojol, mrt, krl alhasil rambutnya gatel :)"
3536,"Hebohkan Stasiun MRT Dukuh Atas, 4 Pemain Gundala Jadi Rebutan Selfie https://t.co/vpZBpHOeY1 https://t.co/esTbDwfF13"
3537,@hanyataeman apaan? mrt?
3538,"perhelatan hari ini lumayan juga, dimulai dgn makan siang bersama dan dilanjutkan dgn wisata MRT :) sebelum akhirnya berhenti di Plaza Senayan untuk melanjutkan obrolan tentang bisnis dan negara https://t.co/k8IddHv77q"
3539,"I'm at MRT เตาปูน - @bem_mrt in Bang Sue, Bangkok https://t.co/qCUIpTzHdY"
3540,Asik udh naek MRT.
3541,"I'm at MRT Phra Ram 9 - @bem_mrt in Din Daeng, Bangkok https://t.co/uqw1MJfEX4"
3542,@crystalcale AKU NAEK MRT JUGAA KAYAK ACAA
3543,"Aku mau ngeluarin unek unek pake foto biar apdol aja haha.
Aku jelek pokonya. Ini y cahaya kamar jadinya aku terang menerang bak bulan purnama. Hiyahiya. Dulu bgt nih jaman 2018 tau feb/mrt. Aku tbtb ditinggalin pacarku scr tbtb. Gabilang dia kemana, ngilang gitu aja https://t.co/JOMyVsvZ8X"
3544,@envta @BALENCIAGA @FILAUSA Sekalian tag @MrT  itukan official account mrt jkt?
3545,tempat foto2 lucu daerah jakarta selain mrt blok a dmn yach
3546,Bangkok MRT https://t.co/pgxPMlLIH2
3547,"Para pemeran @gundalaofficial Abimana Aryasatya, Hannah Al Rashid, Kelly Tandiono, Dimas Danang menyapa masyarakat. | 
https://t.co/CSnkkhHBfV

-Kyrie https://t.co/yiIk7dwrUt"
3548,"Soalnya ku takut nyoba yang lainnn. Takut makin bermasalah wkwk. Pas liburan, aku lupa tuh bawa cetaphil. Mau beli mager yakan. Jadi aku ke watsons deket MRT apa gitu di singapore dan ngetes beli senka biru."
3549,aku perasan la escalator kat mana mana mrt station laju dia lain macam 😂
3550,@daniladnil Gue lihat video lu lompat2 di St. MRT.
3551,"@askmenfess Beli tikpes ke jkt, mo nyobain mrt sebelum meninggal :("
3552,"@ratna_nadhifah Yah neng udah balik naik MRT wkwk, lupa td 😂😅"
3553,"ngeliat rute kantor sekarang. naik motor salah. naik mrt salah. 
memang kudu jalan. hmmmmmph"
3554,@GYURIxDUL naik mrt nya sama gue
3555,Well 1st time naik mrt. Sayang bawak 😂😂 besttttt!
3556,Nasib tak beli bedsheet &amp; curtain. Kalau tak lagi gigih bawak naik mrt
3557,"@yraydhitya Itu ke arah stasiun apa? Pasar senen? Jam keberangkatan ke semarang jam 23:00, masih sempet kah kalo MRT?"
3558,"@hildemoorhof kota tua, musem bahari, monas, museum gajah, cobain mrt, ragunan, dll"
3559,@ivanarisetya Stasiun MRT Senayan ke stasiun MRT Bunderan HI terus lanjut naik ojek atau naik Transjakarta.
3560,"Latepost HAHAHAHA
Kali kedua InIIC,
Kali kedua ke Malaysia tanpa ortu / pendamping alias ngebolang wkwkwk
Kali kedua juga melakukan kebodohan pas naik MRT malah menjatuhkan koin yang… https://t.co/g8B8jIppX4"
3561,@zhrfan @nnabilaris subuh MRT orang panggil
3562,Naek MRT lagi ..
3563,@__moonlighttt__ keduluan jahra deh. w aja belum sempet naik mrt wkwkwk
3564,"RT @Iamhudhud: Saja ja test timelapse tadi kat mrt..
Xperasan plak waktu amik video ni, bila cek balik baru perasan 😱😱 https://t.co/DdnURtW…"
3565,@eneuawc mrt kl sentral ke?
3566,"@aqilaasyaa 2 orang,,  1. Yang suka bikin story tik tok teros 
                        2. ""       ""         ""        ""       banyak sampe kek rel MRT"
3567,"Tapi masih disayangkan waktu nunggunya masih berantakan dan lama.

Makanya, salut banget buat pencapaian MRT yg luar biasa tepat waktu 👌"
3568,"Warung Pecel Boma Fatmawati

Deket Stasiun MRT Haji Nawi, sebelah kiri Warung Upnormal. 

Cussss merapat https://t.co/LeKNontBAI"
3569,"dari siang berkegiatan cm kluar 30rb buat gojek sm mrt. main basket gratis makan gratis, boleh request kehidupan kek gini tiap hari ga si?"
3570,Gigihlah beli frames kat Kaison and bawak balik naik mrt
3571,"Ibarat numpak MRT, kudu sabar gawe nunggu kebuka pintu keretane. https://t.co/xaSNPWJg0p"
3572,"lanjut jalan kaki dari sabang sampai stasiun MRT bundaran HI ke cipete ambil mobil. pergi ke tempat ngopi lowkey &amp; ke art gallery. indie. sederhana, tapi dimaknai."
3573,"definisi lagu pada hari minggu naik delman ke kota. start MRT dari cipete, turun di bundaran HI, keluar stasiun MRT naik delman menyusuri jl. sudirman, ke kota. jalan kaki di pinggir toko-toko tua, makan, ngobrol, foto-foto, tertawa ria."
3574,"@askmenfess Gua pake emoney simply karena atm gua mandiri, bisa top up di atm nominal berapapun dan gak ada potongan. Bisa dipake buat mrt, transjakarta, etoll sama krl. Buat jajan di indomaret juga bisa tapi jarang"
3575,"Hi @IKEA_Ind , kami berharap anda menyediakan shuttle bus dari stasiun lebak bulus mrt. Terimakasih"
3576,@Asghara_ss mrt apaan mas?:(
3577,"Sebab sen tak ramai, pekena kopi O aje lah yang mampu. @ Khatib MRT Station https://t.co/JuUTDcEXlu"
3578,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/aFGr2Vktws
3579,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/mhZwyD00Xt
3580,"Google Pixel 2 128gb 
Colour: clearly white
RM1250
Warranty: Seminggu
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/9aGZSu0t1w"
3581,RT @nrfzzhh: @Detox_Glow @IsskndarAriffin @ddalilysafira NAHHHH!!! jangan cedih cedih tengok kaki kat tingkap pintu mrt dah
3582,"Halo temen2 aku mau kasih info nih buat kalian yg lagi cari kos daerah jaksel, lokasi nya strategis bngt, deket banget ke MRT, blok M, kemang, fasilitas nya lengkap yah. Dari mulai tempat tidur, lemari, meja rias, AC masih baru. 

Next. Jangan lupa bantu RT yah please 🙏 https://t.co/hFXaUW9dfM"
3583,"""Lama berdiri melelahkan, rutin minun ... menyegarkan""

Tapi gadibolehin minum di mrt. Gimana ._. https://t.co/SFHpa4OKrq"
3584,"RT @Sakhroni_Ahmad: Wajah Asli Demokrasi (makan siang ala Mega - Prabowo) Oleh : Abu Ghazi Di Awali dari MRT menuju ke Warung Sate, Hingga…"
3585,Kampring kieu .... Ohh ini MRT 😂
3586,@Detox_Glow @IsskndarAriffin @ddalilysafira NAHHHH!!! jangan cedih cedih tengok kaki kat tingkap pintu mrt dah
3587,Ini mba mba mrt di taiwan kalo dibawa ke indon langsung jadi brand ambassador ajg
3588,@dayatia MRT berperan?
3589,"Aduh bang jangan buat lawak bang, saya penat ni bang dari tadi berdiri ni. Abang nak naik train berhenti klcc abang naik mrt lah alah saya takde mood lah macam ni abang buat lawak tiba tiba macam ni"
3590,"Situ balesnya 2 abad kemudian,  lah gue udah dilama2in balesnya ternyata cuma beda 5 menit doang. Dasar pengangguran:v"
3591,Weekend sangat sangat sangat tidak nyaman naik MRT
3592,Tidak ada gap emangnya ini stasiun MRT harus mind your gap :(( https://t.co/2dlgA0C0Rg
3593,"Entahlah, hri khamis tu teringin mcd, pergi lah beli.. tp sebab esok jumaat, aku tak berani nak try pedas, so aku beli yg normal punya je. Tp entahlah.. esok pagi tu.. pedih siak my ass 😂😂 sampai mrt pasar seni, aku singgah jamban lu. Dorg goreng pakai kuali yg sama ke??? https://t.co/Id5NZe4yak"
3594,MRT @bobbyblaze744 #lifecoaching How 2 help your #teen find a #tech #careerhttps://t.co/IfLdzNIyyi
3595,pantesan MRT rame kartini https://t.co/K5ZHlPNHC9
3596,"Ooo ini toh, pantesan td naik MRT banyak bet emak emak pake kebaya, kriain mau kondangan atau ke gereja taunya pen joget https://t.co/H9wQAS2Zup"
3597,"@doushitte Iya makanya dr jogja naik kereta ke jkt, terus di jkt naik mrt, sampe stasiun terakhir, trs pulang lagi ke jogja"
3598,@Xav_alden Mrt ga nyampe jogja tapi
3599,@Xav_alden Andai ada mrt jogja jkt ya bang😭
3600,"@kegalauaan Hayuk laa ikut nyobain mrt, trs pulang lagi"
3601,Kemana mana gampang skrg ada MRT. Skrg mau kondangan nunggu MRT 2 mnt lagi. Terima kasih Presiden Joko Widodo. https://t.co/1bnNKurVPm
3602,"Pingin deh ke jakarta, nyobain mrt, terus pulang"
3603,"Lanjottt. Ke-7 gue mutusin buat keliling esplanade park yang view nya keren banget.

1. Esplanade Theatre —&gt; abis turun MRT Esplanade trus lo ikutin aja jalannya, tapi coba sekalian di explore si Esplanade Theatre &amp; Art/Music area. Sumpah keren banget. Terbaik. https://t.co/0bGXP4KpOF"
3604,@cadarmerah @BadjaNuswantara @LisaAmartatara3 MRT mksd lo?
3605,"RT @alzwarmerapi: Bagi saya orang yang merekam video ini sungguh luar biasa, tidak panik dan tetap tenang dalam keadaan bahaya meskipun kes…"
3606,"@AskRapidKL hai cik Rapid, salam hujung minggu. Bas 801 berada di mana ya. Saya di MRT Mutiara Damansara ingin menuju ke Metroprima Kepong. Terima kasih. 😅"
3607,@Yassoush1 @sebtsb bah dis donc Sebastian
3608,"@overthegyu sebenernya ak gatau mereka ntn ab6ix atau ga 🤔🤣 ketemu d mrt, abis itu ktm d hostel lol ga ngobrol jg"
3609,Apa-apaansihhh masa di MRT Fatmawati ada Koi 😭😭😭
3610,"@poppypoppey @catsedih @postitif terimakasi pakde semenjak ada mrt, blok m makin maju ekakakak"
3611,@bogoshipcha Okay tunggu aku ya masih terjebak di lautan manusia mrt hshdhdsjf rame bgt
3612,asik skrg underground mrt ada sinyal
3613,Mrt ATM! #mrtstories https://t.co/rHcX7b3ReZ
3614,@krayonpata 😤😤😤😤 mana nih yg katanya mau naik MRT
3615,"RT @WhySoSensi: Hot issue pasca pemilu 2019:

🔘 ""kecurangan bagian dari demokrasi"" di sidang MK

🔘 pidato 1 menit di Osaka

🔘 pertemuan MRT…"
3616,woi yang tadi main skateboard arah mrt senayan diem dong! muka kayak kriminal aja masih bisa siut siutin cewek
3617,ke cfd niatnya mau ngapain eh ini malah random nyoba mrt hmm baiqlaaa https://t.co/VPgkLFA2MD
3618,@velyllyly aku aja blm pernah naik mrt
3619,"TFT Fasilitator Membina Rumah Tangga (MRT) 27-28 Juli 2019.. 😊🙏

#ParokiSlipi
#KerasulanKeluarga
#KeuskupanAgungJakarta @ Sanggar Prathivi Building https://t.co/566pAKhA7f"
3620,"@limie_ @AemanAlBaqir Hahahahaha, tahu awal2 tak pa, jangan jadi macam aq. Tengok stesyen route KTM tp naik MRT"
3621,"I'm at MRT Hua Lamphong - @bem_mrt in Pathum Wan, Bangkok https://t.co/tvxpyHehRS"
3622,"Bila drive dalam keadaan perut kenyang n cuaca panas, mata pun nak tertutup rapat. Terasa macam jauh MRT Sg Buloh pergi balik."
3623,alasan w bawa jaket ke Jakarta padahal naudzubillah panasnya: takut masuk angin karena ac krl/mrt/busway. Ok.
3624,@CommuterLine @awkerand Sebaiknya dipasang Signage seperti MRT untuk membantu pemahaman penumpang.
3625,MRT Palembang sebulan rugi 9M
3626,"@TAzuanAD @mkini_bm @Zahid_Hamidi Nanti dia tukar jaket “Penjara Didepan”. Jamal pun ada tunggu kat MRT Sg Buloh.
💰💰💰💰💰💰 https://t.co/UgqoxaDxTt"
3627,"RT @OZRadioJakarta: #SahabatGIIAS, sekarang pergi ke #GIIAS2019 semakin mudah dan nyaman dengan MRT!
Tinggal naik MRT ke Stasiun Lebak Bulu…"
3628,@p0tat0bean Bentar lagi ada MRT sabar
3629,"Abis dari PS ke Grand Lucky buat beli jus terus nyokap curhat, “Masa mama papanya *insert nama temen dia* udah naik MRT terus Mama belom.....” jadilah kita naik MRT 🙃🤔"
3630,"RT @herecomestheddy: Nanti di Jakarta pen banget naik Busway atau MRT 😂😂
Bahagia emang sesederhana itu.."
3631,RT @_JKT48TeamJ: Team J telah selesai menjalankan misi! 500 tiket konser sudah terlampaui. Tadi Team J naik MRT pakai seifuku Darui Kanji.…
3632,RT @livealifehesaid: Hari ini jalan-jalan yuhuu~~ transjakarta dan mrt https://t.co/Kr2iaqPIGh
3633,@icblues Hotel/hostel dekat tempat makan &amp; MRT.
3634,"@GunRomli @aniesbaswedan Kau suruhlah jokowi dan pejabat lainnya jgn pake mobil BBM..pake mobil Listrik atau naik MRT.. trs kau sendiri pake mobil nggak ?? 
Kalo nampol Muka org tlg lihat muka sendiri.. pandai ngatain buruk org lain padahal diri sendiri bau busuk.."
3635,"Cakep Budaya Indonesia 
Ibu""cantik berkata MRT &amp;Bundaran HI https://t.co/sBMUxZl9Rp"
3636,"@ganjarpranowo Saya malah fokusnya, kok bisa ya  minum di MRT luar negri ya ?"
3637,"@murany16_ Bagaimana ..bagaimana ini..? Pak @prabowo dan pak @jokowi..ayo bpk2 berdua rembukan,bicarakan masalah ini di MRT apa solusinya seperti bicarakan rekonsiliasi,Krakatau Steel,Garuda,Pabrik Tekstil,.Bpk2 kan merasa bahwa negeri ini hanya bergantung pada Bpk2 sekalian.Rakyat menunggu"
3638,"@HaloBCA ingin dapat kartu flaz bca gimana caranya? dan dapatkah digunakan untuk mrt, comuter line, busway, ragunan zoo, dll?"
3639,memutari mrt hanya untuk satu shoot itu bangsat bat dah ah https://t.co/3yje41AdZ5
3640,"@haidarmumtaz1 @Irwansetiawan @hajibotol @herricahyadi Perubahan perlu waktu. Tdk perlu jg menyalahkan sana-sini.

MRT makin maju; mengadopsi masukan2 positif.

Setiap baris tempat duduk, semua yg paling ujung diperintukan bagi mereka yg paling membutuhkan; sesuai symbol gambar.

Di Jkt dlm proses @aniesbaswedan @SuaraAnies https://t.co/wX0LwGV1Xb"
3641,@AemanAlBaqir Mrt dgn monorel kenai dak?
3642,Balik naik mrt hahahahahahah dah lama tak naik
3643,"RT @jek___: tidak perlu marah ketika kamu direndahkan, karena sesungguhnya masih banyak orang yang belum sempat merendahkanmu"
3644,@velyllyly Barusan aku habis naik mrt loh 😂
3645,"Daripada mati gaya di GI yakan, mending w tunggu di stasiun MRT aja. Mayan dingin dan bisa nyelonjorin kaki yg mulai mati rasa"
3646,@velyllyly Lohhh aku malah yang disini belom pernah naik mrt vel:(
3647,"RT @Purdy_pie: Apple Watch Series 3 42mm
Rosegold (watch &amp; charger only)
RM1300🔥🔥🔥
Warranty: Tiada
Cod percuma: Bangi Gateway
Cod berbayar:…"
3648,"Monmaap mas/mbak, MRT kan cepet banget ya. Ke GI aja sekelebatan kan. Sedangkan temen2 seperjanjian saya masih ada yg di jatiwaringin dan juga di bekasi :"")"
3649,Sudah me(mbiarkan)lewati 4 MRT tujuan Bundaran HI. Mas/mbak safety ambassador nya mulai terlihat bingung sebenernya gua mo kemana wkwk. Daritadi MRT bulak balik nongol kok ngga naik2
3650,"My two cents: Kota Tua baru bakal bener-bener beres semua (PKL, lalu lintas, dsb.), setidaknya saat MRT di sana jadi. Kalo diberesin sekarang habisitu digali lagi, dipindah-pindah lagi sampe itu lobang menganga ditutup kembali kan rebek.

*Pemprov plays Maudy Ayunda - Untuk Apa* https://t.co/Rk5VgOxIHU"
3651,Hari ini jalan-jalan yuhuu~~ transjakarta dan mrt https://t.co/Kr2iaqPIGh
3652,Mal Tua yang Kembali Berjaya Setelah Dilintasi MRT https://t.co/vh0PWlgaMB
3653,@Itsmenandaf Lah apa masalahnya kalo solusi baru diterapkan sekarang? Kenapa MRT juga baru dibikin sekarang?
3654,LRT - Awal2 senang nginep di Lavender tapi lama2 ngerasa hmm kawasan hotelnya kok agak sulit ya kendaraannya. Habis itu lebih sering ke Chinatown yg tinggal gelundung dr stasiun banyak tempat nginep. Tapi Lavender sejak itu jadi hip ya. Kalo dekat MRT banyak tempat cakep oke juga
3655,I'm at RapidKL Pavilion Kuala Lumpur-Bukit Bintang (SBK18A) MRT Station - @myrapidkl in 吉隆坡 https://t.co/BULhWHk8eb
3656,sabi bet cakung mau ada mrt https://t.co/iPcrhyQIYV
3657,"@edcfess Nder pke KRL, MRT, LRT, TRANSJAKARTA klo kamu kuliahnya di jakarta ya. BIAR GK NAMBAH POLUSI ANJENG"
3658,@JeromePolin naik mrt jepang nyampe ke indo ga?
3659,@mas__piyuuu Lrt dan mrt karya siapa yaaa hahaja
3660,"@mkusumawijaya @aniesbaswedan Era pak Anies mmg banyak dilakukan integrasi antar moda angkutan. Ini sesuatu hal yg sgt penting.

Yg tinggal di Bintaro/BSD ""dijemput"" Royal Trans untuk naik MRT ke Jakarta Pusat."
3661,"I'm at MRT Hua Lamphong - @bem_mrt in Pathum Wan, Bangkok https://t.co/nz2ZAJ45jx"
3662,@catsedih pasti fotonya di stasiun mrt lebak bulus
3663,"RT @MuhammadRezaHil: Subway kapan ada di Indonesia? MRT aja udah ada, masak Subway belum ada jg. 😜 https://t.co/UAPNh5fyn1"
3664,"@ELMIELMO Jadi. Kompom. Pukul 5.30 dia gerak naik mrt ke kajang. Kalau x dtg jugak, bini ak nak mengamuk. https://t.co/IVun5QmknU"
3665,"I'm at MRT Gongguan Station in Taipei, 台北市 https://t.co/ENU69MZHwB"
3666,@PSSI Kasihan sama suporter yg udah dateng hadehhh ...Ada yg rumahnya jauh naik mrt panas2 an .Bahkan ada yg rela jauh2 dari Makasar itu kira2 dit tranport nyablu ganti gak klo di batalin @PSSI
3667,Kepengen foto kayaa anak jaman sekarang di mrt mrt gitu kayanyaa keren.
3668,"@elisa_jkt makin nambah rute mrt, lrt, busway 
makin nambah biaya subsidi"
3669,"Experience saya menggunakan MRT,cukup baik,memudahkan karena ga perlu macet-macetan https://t.co/npNZ1fwuJj"
3670,"kalau nk bagi tempat duduk untok org tua dalam mrt biar ikhlas, jangan da bagi abeh nk kpkb kat twitter ckp drg bole queue lama lama psl $54 phone but cant stand in the mrt or wtv shit."
3671,"RT @numbahEleyven: @izzadj_ everytime kedai makan , mrt , jalan².... Pastu kekek https://t.co/XLBbzvoupX"
3672,RT @basuki_btp: Hari ini baru berkesempatan mencoba MRT Jakarta. Selengkapnya akan hadir di channel Vlog saya https://t.co/7BjTfOcoVK
3673,Masih ada aja yah yang gelantungan di MRT
3674,"#SahabatGIIAS, sekarang pergi ke #GIIAS2019 semakin mudah dan nyaman dengan MRT!
Tinggal naik MRT ke Stasiun Lebak Bulus, lalubnaik shuttle bus gratis #GIIAS2019 ke ICE BSD City dari Transmart Carrefour Lebak Bulus.
See you at #GIIAS2019, 18-28 July! https://t.co/Ec5w9miVn1"
3675,"Selain MRT, Jakarta juga kedatangan transportasi rel lain: LRT. LRT atau kereta ringan sudah dijelaskan pada post sebelumnya tentang transportasi umum.

Sebenarnya LRT Jakarta direncanakan beroperasi saat Asian… https://t.co/EdekSjiAOn"
