,0,1
3750,37490,"@101fess homescreen: senja di st mrt lebak bulus
lockscreen: messi dybala
wallpaper wa: senja di sma
foto profile wasap; aku HAHHA
ava twitter: yuvin
header twitter: x1
foto belakang case: gaada wkwkkw

jd aku gamenunjukan sisi koriya sih wkakak"
3751,37500,"@GedeVanlaere @ElsaMartina2 @kurawa @basuki_btp Kasihan sih sama peliharaannya, nelen mentah2 hal yang semu, bahkan sampe-sampe MRT pun di klaim sebagai prestasi, pdhal baru juga menjabat, gw jadi mengerti bagaimana rendahnya nalar n logika mereka. Itu bukti anggaran pendidikan mesti ditingkatkan. wekwek"
3752,37510,"I'm at MRT Gongguan Station in Taipei, 台北市 https://t.co/hC62ah13IG"
3753,37520,@ MRT Jakarta with Dini //enjoy 😄✌️👍❤️💕😘
3754,37530,Kalo ke tendor naik mrt enaknya turun di senayan apa di istora ya?
3755,37540,Kali cuma di MRT indo ada ibu-ibu cipika cipiki.
3756,37550,Sekilas info: suara mrt lebak bulus grab dah diganti gan
3757,37560,"Hai haii #JOURNEYMETROTV pekan ini akan tayang di hari Minggu jam 22.05 ya! Kali ini @journey akan mengexplore Jakarta , 
Simak keseruan-nya di #JOURNEYMETROTV “I LOVE JAKARTA” MINGGU (28/7) PKL. 22.00 WIB.
#KnowledgeToElevate #Jakarta #Ibukota #MRT #DKI https://t.co/NOcG1bLON6"
3758,37570,@zahirarra ayo jalan2 naik mrt
3759,37580,"pgn jalan2 naik mrt trs ke museum2 trs malemnya ke monas (asli lg bm bgt ke monas mlm2) trs naik lrt ke kelapa gading jajan2. 
njing ayo jd pacar aing lah"
3760,37590,@ainnazvhaili kalau ikut mrt tengah tengah ou lah
3761,37600,@catsedih Wah mrt blok a
3762,37610,"@DukuhAtasBNI @janyourbae Aku mantan ukhti rohis tapi ga pake tas ini..

Btw usernamenya kenapa nama stasiun mrt anjay hahahah"
3763,37620,"Weh group shot sama @Cindvia_JKT48

Tapi kalo gw ikutan bakal nginep di McD STC atau Indopo Hang Tuah lagi soalnya MRT udah tutup hwhwhw https://t.co/RoGd7YYMfj"
3764,37630,"Kenapa tempat duduk mrt keras
Kenapa lebih nyaman tempat duduk di commuter line
Kenapa commuter line baunya apek atau kadang bau bawang
Kenapa mrt bikin ngantuk:')"
3765,37640,@idgafler Muzium org asli and muzium negara you boleh berhenti dekat kat mrt muzium. Then muzium kl betul betul kat dataran. Boleh turun kat ktm kl i think lupa nama stesen tapi mmg betul betul sebelag dataran so you boleh gi muzium textile sekali
3766,37650,Card mrt ni ad 14$ nk sruh aku dtg lgi keee hahaha
3767,37660,"Teh, tinggi berapa? Kok tinggi banget ya diliat dari peron MRT? https://t.co/HSJgikWVFq"
3768,37670,@missaned Lah gbk bisa yg deket Mrt
3769,37680,masa gue di mrt depan gue bocah ada yg moto gue anjir pake flash...... terciduk km
3770,37690,Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/UlJUjqlXyZ
3771,37700,Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/ILaHvK1cz7
3772,37710,"kecewa dg pertemuan di MRT yg berlanjut makan sate, wajar.
kecewa dg pertemuan di rumah bu Mega yg berlanjut makan nasi goreng, wajar.
tapi langsung menghujat &amp; benci, janganlah.
kita tdk tau strategi macam apa yg lagi dipake elit."
3773,37720,@vDrash94 Warzazat
3774,37730,@BEM_MRT Qswaww https://t.co/6qQJY5swsY
3775,37740,@ZecromLPB @vDrash94 Warzazat
3776,37750,@askmenfess Sudirman trs lanjut mrt ke hi
3777,37760,"@AskRapidKL dear sir/mdm. Saya pengguna My100 utk MRT setiap hari ke kerja. Harini, saya terpaksa memandu dan park di stesen MRT Sg. Buloh dan guna IC bagi MRT service. Malangnya utk parking saya telah dicas RM11 bukannya RM4.30/entry bagi pengguna MRT. Harap boleh bantu"
3778,37770,@trisukmadewi Huhu pengen bgt nyobain mrt jakarta
3779,37780,MRT di hari minggu adalah keramaian
3780,37790,ngedadak kesini naik mrt- https://t.co/vYpoMRWAeY
3781,37800,Senangku adami signal indosat di mrt😂
3782,37810,"Ini mau jadi MRT di bandung barat katanya, jalannya lagi dibuat dan maaf aku se excited itu woi baru pembangunan aja kok rasanya indah aja gt wkwkwk apalagi ditemenin si abang grab😭👍🏻🔥 https://t.co/0wFzWOs0ts"
3783,37820,"I'm at MRT ตลาดบางใหญ่ - @bem_mrt in Bang Yai, Nonthaburi https://t.co/b6MTKKu3dP"
3784,37830,RT @liaaaannnn: Stasiun MRT Lebak Bulus. https://t.co/FWBERmBosm
3785,37840,"Barangkali ada pertimbangan yg jauh lbh besar utk Bangsa &amp; Negara, shg ditempuh diplomasi MRT &amp; Nasi Goreng. Bahkan SBY pun berencana ketemu Presiden awal Agustus. Kontaminasi Radikalisme pd Pejabat BUMN &amp; K/L hrs dibasmi dr dlm, tdk bisa dgn cara2 oposisi.Ini serius utk 4 Pilar."
3786,37850,"Terimakasih Pak @basuki_btp 💕
Kereeen sekali inii! 😍 #MRT https://t.co/gyNEvm4cju"
3787,37860,Hari ini yang niatnya gym dan detox malah teralihkan untuk pergi ke museum atau makan yg sengaja jauh biar bisa naik mrt 😂
3788,37870,"Pagi-pagi kepikir asal naik mrt atau kereta terus keluar di salah stasiun dengan asal, kemudian eksplor aja di sekitar sana ada apa.

Tapi mager banget melakukannya tanpa teman."
3789,37880,Berapa lama lagi MRT menjadi tempat wisata instead of moda transportasi yaRabb lelakh disuruh motoin orang dan disuruh minggir krn org mau foto di dalem gerbong 😭
3790,37890,"I'm at Stasiun MRT Senayan - @mrtjakarta in Jakarta Selatan, DKI Jakarta https://t.co/j3irFc7YxX"
3791,37900,"@BuuloloArianto @ganjarpranowo @jokowi Teori dan prakteknya nyata kl pak Ganjar🤩 , yg di jkt teori jago tp praktek jeblok 👿 *rasanya palak ku abis kehantem MRT* 😭😭🤣🤣🤣"
3792,37910,"@Kolak_VI @Teh_TJEMPLUNG @NadLiviea @hacknet__71 @BrataWijaya27 Ikutan nyobain MRT

#SaveFPI
#SaveFPI"
3793,37920,"Itu juga alasan lrt kota bandung belum di jalanin. Memang jenis mrt seperti tokyo dn beijing butuh puluhan tahun utk balik modal, tp peletakan batu nya sudah d lakukan puluhan tahun sblmnya. Tumbuh bersama masy https://t.co/5LQkoDQcNx"
3794,37930,".
Setelah ada TransJak &amp; MRT

Banyak orang lalu lalang di jalan meski malam telah larut.
Lampu jalan cukup terang..

Apakah tingkat kejahatan di Jakarta menurun ?"
3795,37940,"I'm at Stasiun MRT Blok M in Jakarta Selatan, DKI Jakarta https://t.co/CftdKLDEQ5"
3796,37950,"@greysonosyerg langsung masuk ajaa ke dalem MRT nya ittuu pake kartu tj bisa. sebelum pergi ke tujuan, liat dulu yaa harga harganya biar gak kekurangaan saldo hihiii selamag jalan jalan di jeketiiii"
3797,37960,"RT @viennisaa: Selama di jkt dikira main2 aja kali ya, padahal mah disini juga aku belajar banyak hal, belajar hidup di kota orang, belajar…"
3798,37970,@Hermancoki1 @luviku @tijabar Lu bikin berita anies jelek. Bunuh diri di MRT!
3799,37980,Lagi piknik di stasiun MRT https://t.co/jOXPaWvWJa
3800,37990,Ngantri MRT kayak ngantri wahana di Dufan.. Lamanyaa
3801,38000,"@shafiquegc Hi, boleh apply My100 di mana2 stesen LRT, MRT,MRL dan BRT"
3802,38010,ada yg tau g kalo mau naik MRT gimana rang kampung pen nyoba MRT sebelum pulank 💀
3803,38020,"Keluar dari stasiun MRT Dukuh Atas dibuat kaget dengan situasi: kok orang-orang liat ke arah gue, ada yang ngarahin ponsel juga. Dengan pede gue benerin rambut, jalan sok cool gitu.
Taunya, di belakang gue ada Christian Sugiono. Ambyar seketika~"
3804,38030,"RT @kompascom: ""Ini akan masuk di dalam RAPBN 2020, karena menyangkut subsidiary loan agreement nanti ke pemerintah DKI Jakarta,"" kata Sri…"
3805,38040,"😀 (@ MRT Hua Lamphong - @bem_mrt in Pathum Wan, Bangkok) https://t.co/2XfmDzpzsu https://t.co/T0QSY9NIJE"
3806,38050,RT @Metro_TV: Bagaimana pertemuan Pak Jokowi dan Pak Prabowo hadir dalam #RekonsiliasiPenuhTawa? Selengkapnya dalam #THINKTONGMETROTV MALAM…
3807,38060,"Stlh Observasi lapangan naik MRT searah pulang krja SNY-FTM Jumat lalu, rata2 pguna MRT yg brdiri walau ada kursi kosong di dekatnya, tdk trtarik ingin mnempatinya, pdhl hrg tiketnya lbh mhal drpd Commuter Line dan TJ, tapi kaya gak mrasa rugi gitu. Salut akutuh 🤩

@AnkerTwiter https://t.co/wtq8pVmM0O"
3808,38070,RT @wahyuuap: Tiap kali lewat pedestrian MRT Lebak Bulus dari arah Park n Ride pasti kecium bau pesing. Tolonglah pihak terkait untuk menge…
3809,38080,"@askmenfess Tapi kalo gua tetep bni tapcash sih nder soalnya dki kmrn gak bisa di pake buat mrt :((
Kadang tuh eror gara2 kitany bukan kartu nya sih wqwq (kalo gua)"
3810,38090,"Kelapa Gading (LRT), dan Lebak Bulus (MRT) adalah golongan mayoritas punya mobil. Mudah2an mereka mau switch ke public transport. Masyarakat bawah berharap angkot jak lingo bisa diperluas sampai ke kantong kantong pekerja bawah https://t.co/5KQ3v48r37"
3811,38100,"I'm at MRT Gongguan Station in Taipei, 台北市 https://t.co/xbps2b8Mbi"
3812,38110,"Naik MRT, gimana caranya"
3813,38120,"@tantearine @itsmeGladis KJP, rusun, bus sekolah, bus tingkat gratis, MRT, LRT, tata kelola trans jakarta, RPTRA, jamkesmas, pengelolaan banjir &amp; lingkungan, dll.

Anies Baswedan udah ngerjain apa?"
3814,38130,"Dan sekarang saya kerja sini 🥺 at least saya keluyuran naik BUS, KRL dan MRT sih jadi ga nambah dosa ibukota https://t.co/QNiKVjy0gt"
3815,38140,Perut aku buat hal rase mcm nk ddk kt lantai on mrt station
3816,38150,@muchsin1922 Kan ada mrt wkwk
3817,38160,"@mantriss @aniesbaswedan menurut saya dah lumayan banyak tuh. integrasi comuterline mrt transjakarta lrt banyak dilakukan di masa anies, pengguna angkutan umum meningkat jauh selama 2 tahun ini.."
3818,38170,Ya Allah enak bgt dah kalo mrt cibubur dah jadi. Ini w pulang dr lebak bulus 20 menit doang nyampe pasti. Ga kepanasan pula
3819,38180,"I'm at MRT Sungai Buloh (Pintu A) - @myrapidkl in Sungai Buloh, Selangor https://t.co/oDdjfVtgcw"
3820,38190,"@firmanyursak @macan_uTara Hebat direktur transjakarta, dulu direktur operasional MRT. MRT selesai pindah ke tranjakarta, buat gebrakan banyak banget."
3821,38200,RT @KartuKreditBCA: Segera pakai #Flazz di outlet Shihlin Stasiun MRT Lebak Bulus dan nikmati promo #BCADining diskon 50% hingga 31 Juli 20…
3822,38210,"P.s: Usahakan kalian rutin ya pakenyaa, jangan cuman sehari-2hari doang, hasilnya bklan kurang keliatan :""))

https://t.co/LebdbYHZyU: Produk-produknya harganya cmn dibawah 100-50k dan bisa kalian temuin di alf*mrt/ind*mrt/drugstore terdekat~"
3823,38220,"Sehat Bersama MRT Jakarta ""Men sana in corpore sano"" @quantumconvex #cfdjakarta https://t.co/75TM13zBgO"
3824,38230,@eveyrsgin di bencoleen turun di mrt situ trus jalan dikit 1 menit... bras basah rd.... hayukk mampir
3825,38240,"Kemarin berjumpa dengan Ketua DPP psi_id 
sis tsamaradki di Stasiun MRT Bundaran HI 😄
#GenerasiOptimis
#GenerasiMillenial
#SolidaritasIndonesia @ MRT Jakarta https://t.co/lXG6cS4vVG"
3826,38250,Tiba tiba pengen naik mrt lagi
3827,38260,"@borexbois Klo kluar dr MRT Blok A, maju dikit ada di sebelah kanan jalan. Ada sign nama ratangga warna hitam."
3828,38270,"@nepctunus Ih tapi seruuu hahaha gue suka pas dijalan mau kesananya sih, naik mrt xixixi"
3829,38280,"@Tere_one34 @ganjarpranowo Serius nanya nih..JKT kebanjiran penghargaan dlm hal apa aja sih ? Bingung aja soalnya byk penghargaan tp kok ga berasa gituu jkt jadi lbh baik..ada bbrp yg oke mmg spt  mrt, lrt, sudirman jg udh keren tapi kan itu bkn idenya gabener 🙄doi hny lnjutin doang"
3830,38290,"Edisi ciwi2 ngayap mingu pagi.. 
ketika para lelaki dirumah ada 3 maunya cuma tidur.
Si mama ngidam CFD, KRL, MRT semua dibabat ya maah.
Mohon maaf anaknya suka menyibukan diri teyusss dan baru sempet 🤭🤭🤭

Lets have… https://t.co/BP8yXp6eUo"
3831,38300,"Ciee akhirnya nyobain MRT Jakarta
#agaknorak https://t.co/LC2oCckhX0"
3832,38310,lelah ... istirahat sejenak... (@ Aljunied MRT Station (EW9) - @smrt_singapore in Singapore) https://t.co/AgFDg35CcH https://t.co/KNMtUsapcd
3833,38320,"@Smulfsyhh Miss you cuuu... Do you want some coffee? Sama @fransiscadels juga. Kemaren ga ajak2 siy, aqu kan pengen juga naek MRT 🤧"
3834,38330,"#SahabatGIIAS, sekarang pergi ke #GIIAS2019 semakin mudah dan nyaman dengan MRT!
.
Tinggal naik MRT ke Stasiun Lebak Bulus, lalu naik shuttle bus gratis #GIIAS2019 ke ICE BSD City dari Transmart Carrefour Lebak Bulus.
.
See you at #GIIAS2019, 18-28 July! https://t.co/lNnaz9kcsA"
3835,38340,"Andjenkkkkk.. Depan gw ciuman enak bener dalem mrt😑😑
Gw yg jomblo pakabar njir.. Kaco emng🤣
Kemarenan di eskalator mrt, kemarenannya lg di changi... Haduhhh... Jiwa jombloku meronta2😂"
3836,38350,"@ridu Ini kayanya emang lagi syuting deh soalnya ada cewe yg rekam pake kamera di dpnnya, tapi ya jadiin pelajaran aja buat cewe2 yg pake rok kalo naik kendaraan umum semacam bis, kereta/mrt harus lebih hati-hati"
3837,38360,RT @masterando: Dear @mrtjakarta tolong diperhatikan pemeliharaan Vending Machinenya. Baru saja saya menggunakan mesin tersebut di stasiun…
3838,38370,aku adalah first timer mrt
3839,38380,@askmenfess Lumayan stasiun mrt tuh deket istora yha mayan lah
3840,38390,"RT @afiqsafwann: I'm at RapidKL Sungai Buloh (SBK01) MRT Station - @myrapidkl in Sungai Buloh, Selangor w/ @anniessaazhar https://t.co/GVYS…"
3841,38400,"[askmf] ke fx bisa naek mrt ga genk, trs kalo bisa dari stasiunnya ke fx jauh ga"
3842,38410,"Balik sendirian untuk pertama kalinya kesana kesini kyk anak hilang naik mrt sendiri, nyasar sendiri, dll. Tapi seru aja cari pengalaman perjalanan yang baru dan nyampe dgn selamat :). https://t.co/XBZUdGmrzW"
3843,38420,"Negeriku penuh dengan keheranan.. 🤔

Yang dikalahkan malah dikejar2,  diajak ketemuan di Stadiun MRT, 
Diajak makan sate dilanjutkan janji2an politik NASGOR😁
Yang dukung malah gontok2an.

Hanya dgn sate ama Nasgor semua impian pemburu kekuasaan bisa hilang. 

Heran..! https://t.co/lJV4XhIwFI"
3844,38430,@FatinNajwa_ aku naik mrt doeee
3845,38440,Wih..gela2 📷 : @Septian_Arale12 @ MRT Lebak Bulus Station https://t.co/8iKbg2IqeF
3846,38450,Naik mrt nya ga nyampe 2 menit wkwkk
3847,38460,"Apaan bgt akutu, naik transj rambutan-lebakbulus, turun di fatmawati, lanjut lebakbulusnya pake mrt :|"
3848,38470,Ke jakarta cuma cfd nyoba mrt udah balik lagi ke smerang https://t.co/8PdYICF38y
3849,38480,"cfd lari❎
Cfd naik mrt ✅ https://t.co/L5BAJ4NIyF"
3850,38490,"@originproject19 SABAR WOE 
LAGI NUNGGU MRT"
3851,38500,@vlishvf @CommuterLine KALO MAU CEPET NAIK MRT KAK
3852,38510,@rekeesydoom mrt kuy pengg
3853,38520,@edcfess aku sih naik mrt
3854,38530,@unicornmnfs Sini bang ke stasiun MRT dukuh atas
3855,38540,"@ganjarpranowo @Airin_NZ Selain memperoleh berbagai penghargaan,  jg meresmikan berbagai sarana utk kepentingan penduduk jkta. 
Lap banteng, fly over pancoran, lingkar semanggi, underpass kuningan, underpass pramuka, MRT.. semua beliau yg ""resmikan"".. Bahkan imb bgnan reklamasi,  beliau yg terbitkan..."
3856,38550,"@Ken_Aurora7 @songonk7 Haha, keknya belum puas explore seluruh jkt, tinggal nyobain mrt doank, wkwkwk"
3857,38560,@askmenfess Sudirmam teris lanjut mrt turun hi
3858,38570,Tiap kali lewat pedestrian MRT Lebak Bulus dari arah Park n Ride pasti kecium bau pesing. Tolonglah pihak terkait untuk mengedukasi oknum yang nongkrong di sekitar area ini. Siapa yang ngalamin juga? Silakan retweet. https://t.co/tyy1KTctY2
3859,38580,"RT @ManJaddaWaJadaa: ""Bila kamu mohon sesuatu kepada Allah maka mohonlah dengan penuh keyakinan bahwa do'amu akan terkabul."" (HR.Ahmad)"
3860,38590,@yourslattes G tau kmrn pas menjemput CS ako naik MRT tu abis turun naik gocar pala pusing perut kaya abis d tonjokin sampe keringet dingin jidat itu klo d pegang kaya es batu dingin bgt. Sampe akhirnya g kuat ke ugd deh
3861,38600,@leiaskywalker13 Memang menyesal gak smalam kenapa tak naik mrt hahahahahahha
3862,38610,"RT @oditiawan: @jek___ Stad mau tanya, bolehkah kita berkurban sapi dalam bentuk royco? biar praktis aja gitu #BincangAkhlak"
3863,38620,RT @INABadminton: Selamat pagi. Empat wakil Indonesia di partai final #JapanOpenSuper750 dimana satu gelar dari ganda putra sudah menjadi h…
3864,38630,Berliku-likunyaa jalan ke mrt ni ☹️
3865,38640,MRT itu membawa perubahan gaya hidup banyak orang. Hr minggu pagi selalu ramai orang berolahraga atau bertamasya dari Lb Bulus ke Bund. HI. Weekday sore banyak yg menuju GBK utk berolahraga menggunakan jasa MRT. https://t.co/Khy31uyaak
3866,38650,"Jokowi sudah mengajak Prabowo satu gerbong di MRT.

FPI belum bisa diajak satu gerbong utk mendukung NKRI &amp; Pancasila. Mustahil satu gerbong kalau beda negara.

#BubarkanFPI

https://t.co/RlGtTUMcx7"
3867,38660,"@drhaltekehalte jangan lupa besok masih ada waktu promo untuk pembelian ayam geprek poll nya yg rasa original dengan pembelian via go food yak min. Ini lokasi deket stasiun MRT Cipete, dan gak jauh di antara Roti Nogat dan Fore Coffee cipete. Terimakasih min 🙏😁 https://t.co/RzoCxbrOMc"
3868,38670,Good choice juga pake jenius. Bisa dipake buat naik MRT di SG (tp harus ubah saldo ke currency SG). Tau gitu gausah beli SGpass hahah
3869,38680,"@Hanjar08 @EN538474N6 @2lestyono12 @mosidik @abdigama @emhusnil @aniesbaswedan https://t.co/UHbsfZfCBo

Berita lawas koq dijadiin referensi, sumbernya dari twitter pulak. Lagian dr bahasanya juga jelas klo informasinya baru sebatas perencanaan, coba fokus di kata ""Timeline Basic Design 2010.
Haduh udahlah yah Cuy, ngabisin waktu gw aje lo ah, NIR FAEDAH."
3870,38690,"Mengejar nasi pecel di hari minggu.., 😊😎
.
.
.
.
#happyfeet👣 #happyfeethappylife #happytummy #runshouldbefun #runforyourlife  #roadtogoatsalak #roadtojakmar2019 #roadtoGPUltra #roadtobalimarathon2019 @ MRT CP-104… https://t.co/ffU13lGp4F"
3871,38700,"@askmenfess [askmf] HP ku dibawa kabur org Minggu lalu di MRT HI, msh bisa liat rekaman CCTV nya gak ya?"
3872,38710,Segera pakai #Flazz di outlet Shihlin Stasiun MRT Lebak Bulus dan nikmati promo #BCADining diskon 50% hingga 31 Juli 2019! https://t.co/XefZPPdTTf
3873,38720,sabtu ahad mrt lrt penuh bangla and indonesian tak nampak pun orang kita huhu
3874,38730,"RT @mrtjakarta: Integrasi Stasiun MRT Jakarta dengan @PT_TransJakarta 
#MRTJakarta #UbahJakarta https://t.co/LWDvoZ33aZ"
3875,38740,Sm3tk t3’ny bshrony w fgah fe bnt mrt chan tl3n awiah 7ram laish tl3n albnt fdaitha jmeelah — fe 6 ‘3airy fl sh8a mb shr6 ykon ana aly l3nha😂 https://t.co/nRy2al3dNu
3876,38750,@lioniheln Eh terealisasi donggg ini udh di mrt mau cfd:))) wkwkwkwk
3877,38760,@MiraLyana @eneuawc Kalau not in mrt boleh kot tepuk sikit dahi dia hahaha
3878,38770,RT @OMalikaaa: PENGEN RT 1000000X !!!!! https://t.co/UT5cOAcmsG
3879,38780,Pengen jalan2 naik mrt
3880,38790,Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/tSnhao29rC https://t.co/jIvdNLWK6B
3881,38800,Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/5brE4qvFW7 https://t.co/asiGl0Pw4Z
3882,38810,https://t.co/LqtGmQOB1P - Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/0yS1qbT1dn https://t.co/hyp6V93MqZ
3883,38820,Rekonsiliasi dan Konstalasi Politik Pasca MRT https://t.co/xD9B4WIph2 https://t.co/Ag6ifVsRdh
3884,38830,RT @sakranhmr: Sco pa tu manaa: https://t.co/tMKmbfzAbo
3885,38840,"@MaulBurz @mrtjakarta Sama aja mas broo ,, saya udah lihat beberapa stasiun .. rata 2hanya buat  2  shaf..! seperti gak rela kasih tempat buat sholat ..!!!!!

Fasilitas paling minus MRT adalah tempat sholat ...di negara ini !!!!!!"
3886,38850,@idhamnovanto @blondecatfish Cina. Mrt jepang yo kerjasamaro cina
3887,38860,RT @CestCousuMain: Sco pa tu manaa https://t.co/rWEAjJwspw
3888,38870,RT @PIaciies: Santorini https://t.co/RMx9rIXqfo
3889,38880,"Aku patutnya kat katil sekarang, ape benda aku buat kat MRT ni skrg? https://t.co/78NscZ06K2"
3890,38890,@Gevezelal Evekh
3891,38900,mie apollo bogor - GalNas - naik MRT - plaza blok M - GulTik blok M 👀💛✨ sudah bau anjink kampunk https://t.co/GEEzgVHbbf
3892,38910,@topkrisus Engga kak aku sama temenku hahahaha mrt tuh sebuah atraksi ya di haro
3893,38920,@meerkatchorom Ama siapaa? Siskaaa? Aku di dalem ampooon tp td keluar bentar seh liat mrt wkwkk
3894,38930,MRT Station🚝🚝🚝 @ Stasiun MRT Lebak Bulus https://t.co/MiTNKhtUsj
3895,38940,"Sebenarnya ada sesuatu yg lbh besar utk kepentingan Bangsa &amp; Negara dlm diplomasi MRT &amp; Nasi Goreng, yaitu menyelamatkan 4 Pilar dr Radikalisme Ideologi Asing yg telah menguasai benak sebagian Pejabat Negara &amp; BUMN. Ini hrs disapu bersih dr dlm bukan dr luar."
